Annee;Serie;Serie_Partielle;Code_Station;Id_Operation;Poche;Code_Taxon;Code_Espece_Campagne;Nom_Scientifique;Benthos;Lot_A_Confirmer;V_HV;Num_Ordre_V_HV_H2;Tot_V_HV;Ech_V_HV;Type_Volume_Poids_V_HV;Unite_Volume_Poids_V_HV;Commentaire_V_HV;Class_Tri;Num_Ordre_Class_Tri_H2;Tot_Class_Tri;Ech_Class_Tri;Type_Volume_Poids_Class_Tri;Unite_Volume_Poids_Class_Tri;Commentaire_Class_Tri;Sexe;Num_Ordre_Sexe_H2;Tot_Sexe;Ech_Sexe;Type_Volume_Poids_Sexe;Unite_Volume_Poids_Sexe;Commentaire_Sexe;Code_Longueur;Libelle_Longueur;Taille;NumOrdre_Taille_H2;Poids_Classe_Taille;Unite_Taille;Precision_Mesure;Nbr;Nbr_Calcule;Poids_Reference;Coef_Elev_Espece_Capture;Coef_Final_Elevation;Serie_Id;V_HV_Id;V_HV_Lot_Id;Class_Tri_Id;Class_Tri_Lot_Id;Sexe_Id;Sexe_Lot_Id
2022;Campagne EVHOE;1;A1497;1;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.665;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;15.0;11;;cm;1.0;1;N;0.665;1.0;1.0;CAM-EVHOE;311;15360342;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1375;;Argyropelecus hemigymnus;N;N;Vrac;2;0.005;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;3.0;1;;cm;1.0;1;N;0.005;1.0;1.0;CAM-EVHOE;311;15360354;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1375;;Argyropelecus hemigymnus;N;N;Vrac;2;0.005;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;4.0;2;;cm;1.0;3;N;0.005;1.0;1.0;CAM-EVHOE;311;15360354;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.328;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;2.0;1;;cm;1.0;1;N;0.328;1.0;1.0;CAM-EVHOE;311;15360357;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.328;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;3.0;2;;cm;1.0;3;N;0.328;1.0;1.0;CAM-EVHOE;311;15360357;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.328;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;4.0;3;;cm;1.0;1;N;0.328;1.0;1.0;CAM-EVHOE;311;15360357;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.328;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;5.0;4;;cm;1.0;11;N;0.328;1.0;1.0;CAM-EVHOE;311;15360357;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.328;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;6.0;5;;cm;1.0;12;N;0.328;1.0;1.0;CAM-EVHOE;311;15360357;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.328;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;7.0;6;;cm;1.0;8;N;0.328;1.0;1.0;CAM-EVHOE;311;15360357;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.328;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;8.0;7;;cm;1.0;5;N;0.328;1.0;1.0;CAM-EVHOE;311;15360357;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.328;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;9.0;8;;cm;1.0;2;N;0.328;1.0;1.0;CAM-EVHOE;311;15360357;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.328;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;10.0;9;;cm;1.0;4;N;0.328;1.0;1.0;CAM-EVHOE;311;15360357;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1376;;Argyropelecus olfersii;N;N;Vrac;3;0.328;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;11.0;10;;cm;1.0;1;N;0.328;1.0;1.0;CAM-EVHOE;311;15360357;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1379;;Maurolicus muelleri;N;N;Vrac;4;0.001;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;3.0;1;;cm;1.0;3;N;0.001;1.0;1.0;CAM-EVHOE;311;15360368;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1383;;Chauliodus sloani;N;N;Vrac;5;0.008;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;13.0;1;;cm;1.0;1;N;0.008;1.0;1.0;CAM-EVHOE;311;15360370;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1383;;Chauliodus sloani;N;N;Vrac;5;0.008;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;14.0;2;;cm;1.0;1;N;0.008;1.0;1.0;CAM-EVHOE;311;15360370;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1385;;Stomias boa boa;N;N;Vrac;6;0.024;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;10.0;1;;cm;1.0;1;N;0.024;1.0;1.0;CAM-EVHOE;311;15360373;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1385;;Stomias boa boa;N;N;Vrac;6;0.024;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;25.0;2;;cm;1.0;1;N;0.024;1.0;1.0;CAM-EVHOE;311;15360373;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1415;;Myctophum punctatum;N;N;Vrac;7;0.009;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;6.0;1;;cm;1.0;1;N;0.009;1.0;1.0;CAM-EVHOE;311;15360376;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1415;;Myctophum punctatum;N;N;Vrac;7;0.009;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;8.0;2;;cm;1.0;1;N;0.009;1.0;1.0;CAM-EVHOE;311;15360376;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1416;;Benthosema glaciale;N;N;Vrac;8;0.006;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;4.0;1;;cm;1.0;9;N;0.006;1.0;1.0;CAM-EVHOE;311;15360379;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1429;;Lampanyctus crocodilus;N;N;Vrac;9;0.208;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;6.0;1;;cm;1.0;2;N;0.208;1.0;1.0;CAM-EVHOE;311;15360381;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1429;;Lampanyctus crocodilus;N;N;Vrac;9;0.208;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;7.0;2;;cm;1.0;4;N;0.208;1.0;1.0;CAM-EVHOE;311;15360381;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1429;;Lampanyctus crocodilus;N;N;Vrac;9;0.208;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;8.0;3;;cm;1.0;34;N;0.208;1.0;1.0;CAM-EVHOE;311;15360381;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1429;;Lampanyctus crocodilus;N;N;Vrac;9;0.208;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;9.0;4;;cm;1.0;7;N;0.208;1.0;1.0;CAM-EVHOE;311;15360381;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1429;;Lampanyctus crocodilus;N;N;Vrac;9;0.208;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;10.0;5;;cm;1.0;4;N;0.208;1.0;1.0;CAM-EVHOE;311;15360381;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1439;;Notoscopelus kroyeri;N;N;Vrac;10;0.074;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;5.0;1;;cm;1.0;1;N;0.074;1.0;1.0;CAM-EVHOE;311;15360387;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1439;;Notoscopelus kroyeri;N;N;Vrac;10;0.074;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;7.0;2;;cm;1.0;6;N;0.074;1.0;1.0;CAM-EVHOE;311;15360387;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1439;;Notoscopelus kroyeri;N;N;Vrac;10;0.074;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;8.0;3;;cm;1.0;8;N;0.074;1.0;1.0;CAM-EVHOE;311;15360387;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1439;;Notoscopelus kroyeri;N;N;Vrac;10;0.074;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;9.0;4;;cm;1.0;2;N;0.074;1.0;1.0;CAM-EVHOE;311;15360387;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1447;;Lestidiops sphyrenoides;N;N;Vrac;11;0.005;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;15.0;1;;cm;1.0;1;N;0.005;1.0;1.0;CAM-EVHOE;311;15360392;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1448;;Arctozenus risso;N;N;Vrac;12;0.309;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;10.0;1;;cm;1.0;4;N;0.309;1.0;1.0;CAM-EVHOE;311;15360394;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1448;;Arctozenus risso;N;N;Vrac;12;0.309;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;11.0;2;;cm;1.0;2;N;0.309;1.0;1.0;CAM-EVHOE;311;15360394;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1448;;Arctozenus risso;N;N;Vrac;12;0.309;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;12.0;3;;cm;1.0;3;N;0.309;1.0;1.0;CAM-EVHOE;311;15360394;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1448;;Arctozenus risso;N;N;Vrac;12;0.309;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;13.0;4;;cm;1.0;5;N;0.309;1.0;1.0;CAM-EVHOE;311;15360394;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1448;;Arctozenus risso;N;N;Vrac;12;0.309;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;15.0;5;;cm;1.0;3;N;0.309;1.0;1.0;CAM-EVHOE;311;15360394;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1448;;Arctozenus risso;N;N;Vrac;12;0.309;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;16.0;6;;cm;1.0;3;N;0.309;1.0;1.0;CAM-EVHOE;311;15360394;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1448;;Arctozenus risso;N;N;Vrac;12;0.309;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;17.0;7;;cm;1.0;1;N;0.309;1.0;1.0;CAM-EVHOE;311;15360394;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1448;;Arctozenus risso;N;N;Vrac;12;0.309;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;18.0;8;;cm;1.0;1;N;0.309;1.0;1.0;CAM-EVHOE;311;15360394;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;1448;;Arctozenus risso;N;N;Vrac;12;0.309;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;19.0;9;;cm;1.0;1;N;0.309;1.0;1.0;CAM-EVHOE;311;15360394;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;2643;;Melanostomias bartonbeani;N;N;Vrac;13;0.018;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;25.0;1;;cm;1.0;1;N;0.018;1.0;1.0;CAM-EVHOE;311;15360404;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;2670;;Serrivomer beanii;N;N;Vrac;14;0.009;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;39.0;1;;cm;1.0;1;N;0.009;1.0;1.0;CAM-EVHOE;311;15360406;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;4258;;Cyclothone braueri;N;N;Vrac;15;0.001;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;3.0;1;;cm;1.0;1;N;0.001;1.0;1.0;CAM-EVHOE;311;15360408;NA;;NA;
2022;Campagne EVHOE;1;A1497;1;1;6831;;Searsia koefoedi;N;N;Vrac;16;0.001;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;5.0;1;;cm;1.0;1;N;0.001;1.0;1.0;CAM-EVHOE;311;15360410;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.34;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;6.0;1;;cm;1.0;4;N;0.34;1.0;1.0;CAM-EVHOE;311;15362622;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.34;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;7.0;2;;cm;1.0;3;N;0.34;1.0;1.0;CAM-EVHOE;311;15362622;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.34;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;8.0;3;;cm;1.0;2;N;0.34;1.0;1.0;CAM-EVHOE;311;15362622;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.34;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;9.0;4;;cm;1.0;7;N;0.34;1.0;1.0;CAM-EVHOE;311;15362622;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.34;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;10.0;5;;cm;1.0;5;N;0.34;1.0;1.0;CAM-EVHOE;311;15362622;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.34;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;11.0;6;;cm;1.0;3;N;0.34;1.0;1.0;CAM-EVHOE;311;15362622;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.34;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;12.0;7;;cm;1.0;3;N;0.34;1.0;1.0;CAM-EVHOE;311;15362622;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.34;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;13.0;8;;cm;1.0;4;N;0.34;1.0;1.0;CAM-EVHOE;311;15362622;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.34;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;14.0;9;;cm;1.0;4;N;0.34;1.0;1.0;CAM-EVHOE;311;15362622;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1346;;Xenodermichthys copei;N;N;Vrac;1;0.34;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;16.0;10;;cm;1.0;1;N;0.34;1.0;1.0;CAM-EVHOE;311;15362622;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1376;;Argyropelecus olfersii;N;N;Vrac;2;0.009;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;2.0;1;;cm;1.0;1;N;0.009;1.0;1.0;CAM-EVHOE;311;15362633;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1376;;Argyropelecus olfersii;N;N;Vrac;2;0.009;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;4.0;2;;cm;1.0;2;N;0.009;1.0;1.0;CAM-EVHOE;311;15362633;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1376;;Argyropelecus olfersii;N;N;Vrac;2;0.009;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;5.0;3;;cm;1.0;2;N;0.009;1.0;1.0;CAM-EVHOE;311;15362633;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1379;;Maurolicus muelleri;N;N;Vrac;3;0.001;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;2.0;1;;cm;1.0;1;N;0.001;1.0;1.0;CAM-EVHOE;311;15362637;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1385;;Stomias boa boa;N;N;Vrac;4;0.115;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;30.0;1;;cm;1.0;1;N;0.115;1.0;1.0;CAM-EVHOE;311;15362639;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1385;;Stomias boa boa;N;N;Vrac;4;0.115;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;34.0;2;;cm;1.0;1;N;0.115;1.0;1.0;CAM-EVHOE;311;15362639;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1415;;Myctophum punctatum;N;N;Vrac;5;0.028;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;5.0;1;;cm;1.0;1;N;0.028;1.0;1.0;CAM-EVHOE;311;15362642;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1415;;Myctophum punctatum;N;N;Vrac;5;0.028;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;6.0;2;;cm;1.0;3;N;0.028;1.0;1.0;CAM-EVHOE;311;15362642;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1415;;Myctophum punctatum;N;N;Vrac;5;0.028;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;8.0;3;;cm;1.0;2;N;0.028;1.0;1.0;CAM-EVHOE;311;15362642;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1416;;Benthosema glaciale;N;N;Vrac;6;0.01;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;3.0;1;;cm;1.0;13;N;0.01;1.0;1.0;CAM-EVHOE;311;15362646;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1416;;Benthosema glaciale;N;N;Vrac;6;0.01;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;4.0;2;;cm;1.0;3;N;0.01;1.0;1.0;CAM-EVHOE;311;15362646;NA;;NA;
2022;Campagne EVHOE;1;A1508;2;1;1417;;Ceratoscopelus maderensis;N;N;Vrac;7;0.007;;Poids;kg;;NA;;;;;kg;;NA;;;;;kg;;306;Longueur totale (LT) - individu - totale - Mesure au cm par un observateur;7.0;1;;cm;1.0;1;N;0.007;1.0;1.0;CAM-EVHOE;311;15362649;NA;;NA;
